,Feature1,Feature2,Correlation
815,X6,X42,0.0016986627200533478
816,Class,X42,0.0016902935104626488
817,X16,X2,0.001687615598327103
818,X60,X4,0.0016714806945755285
819,X25,X33,0.0016700353784156819
820,X10,X4,0.0016676786626190112
821,X51,X19,0.0016608975894824268
822,Year,X52,0.0016552271494563596
823,X4,Class,0.0016515784228381737
824,X19,X2,0.0016361116155801877
825,X5,X17,0.0016348346561972555
826,X5,X8,0.001630799661655784
827,X46,X39,0.0016276455400852181
828,X16,X25,0.0016242265447422447
829,X63,Year,0.0016234892490797326
830,X55,X57,0.0016116634262674577
831,X26,X2,0.0015953328761238797
832,X4,X2,0.0015887947004497808
833,X2,X50,0.0015885833022580747
834,X1,X37,0.0015787665069261596
835,X49,X55,0.0015785899489263217
836,X30,X55,0.0015720332060522569
837,X55,X32,0.0015707804718784724
838,X39,X35,0.0015638941444040782
839,X5,X55,0.0015350875056091143
840,X4,X51,0.001533245905414366
841,X31,X11,0.0015325635746888614
842,X11,X19,0.0015286870857933335
843,X12,X10,0.0015190944932366166
844,X16,X49,0.0015011706326226591
845,X49,X26,0.0015008113540759846
846,X25,X28,0.0014997939731434134
847,X14,X5,0.0014912751680979102
848,X7,X5,0.0014912656058765784
849,X5,X18,0.0014893508133935055
850,X21,X1,0.0014879970479602898
851,X16,X3,0.0014831865191048533
852,X11,X23,0.0014773950900131131
853,X32,X18,0.0014765928303915451
854,Year,X5,0.0014724328779819138
855,X14,X32,0.001472128760786719
856,X7,X32,0.0014721055865411742
857,X4,X39,0.0014719067548429469
858,X16,X51,0.0014716991591101987
859,X4,X38,0.0014505872272475174
860,X26,X39,0.0014453065301847986
861,X1,X52,0.0014363479839095794
862,X4,X30,0.0014308108699123182
863,X32,X19,0.0014306302546264215
864,X61,X37,0.0014247907950326072
865,X7,X55,0.001420863374772994
866,X55,X14,0.001420655001688743
867,X50,X25,0.0014114636253086605
868,X46,X2,0.0014077589024213705
869,X13,Class,0.0014076122487442447
870,X26,X3,0.0014047744615702407
871,X26,X51,0.0014027247010140458
872,X28,X11,0.0013995196381437053
873,X32,X23,0.001398407099693951
874,X44,Class,0.001393086647982628
875,X10,X46,0.0013929790320846513
876,X46,X51,0.0013891326067159914
877,X39,X51,0.0013890177840348886
878,X32,Year,0.0013887155960125713
879,X51,X50,0.0013882995608184689
880,X55,X39,0.0013829101998722609
881,X5,X52,0.0013812246506725522
882,X38,X17,0.0013774998693818383
883,X28,X7,0.00136770897684343
884,X28,X14,0.0013676424292381228
885,X4,X25,0.0013631914251390344
886,X2,X23,0.0013574992665868733
887,X42,X37,0.0013536812008487526
888,X59,Class,0.0013401883786435238
889,X55,X59,0.0013377267522839936
890,X8,X10,0.0013321824155684587
891,X12,X2,0.00133149806024002
892,X18,X28,0.0013309329793832056
893,X28,X22,0.0013306228113817455
894,X5,Class,0.0013270739246759578
895,X55,X40,0.0013235900426546412
896,X39,X25,0.0013208608737035857
897,X18,X55,0.0013176704401798311
898,X59,X21,0.0013076868328471252
899,X46,X30,0.0013075531719997546
900,Class,X43,0.0013026528746803107
901,X12,X51,0.0012908424055921952
902,X3,X12,0.0012713727080115292
903,X28,X24,0.0012679042393707177
904,X8,X3,0.0012673571565028033
905,X17,X3,0.0012665750007966887
906,X41,Class,0.0012587441155925705
907,X63,X57,0.0012524003025952538
908,X30,X5,0.0012517024495658615
909,X6,X13,0.0012483694460471472
910,X48,X40,0.0012414800805068738
911,Class,X19,0.0012227499554182894
912,X49,X27,0.001220363839410724
913,Class,X58,0.001219293671208116
914,X63,X42,0.001211362672321279
915,X37,X64,0.0012108871351614553
916,X37,X22,0.0012097264023864663
917,X48,X55,0.0012094309229779918
918,X27,X64,0.0012089412462415704
919,X36,X40,0.001207882741230905
920,X46,X25,0.001206439411065999
921,X14,X13,0.0012017180253814964
922,X15,X51,0.0011978488674499637
923,X2,X61,0.0011913478316446756
924,X47,X51,0.0011900330967525867
925,X3,X13,0.0011884056222606948
926,X38,X46,0.0011655996507852068
927,X39,X16,0.0011652425001209023
928,Class,X23,0.0011649904527955915
929,X55,X52,0.0011580616974910184
930,X45,X6,0.0011451158350554917
931,X24,X19,0.0011392408998275579
932,X57,X33,0.001139151722924675
933,X37,X35,0.0011369307693199807
934,X15,X42,0.0011342166512226782
935,X42,X27,0.0011333746940634603
936,X7,X13,0.0011298603959638
937,X42,X34,0.0011273901795201056
938,X50,X10,0.0011267923569927558
939,X57,X29,0.0011232952324286224
940,X24,X31,0.0011215815486077495
941,X1,X49,0.0011091472898722568
942,X39,X24,0.0011041784024319124
943,X49,X24,0.0011030157475513068
944,X25,X57,0.0011020664019633316
945,X35,X28,0.0010977812869823014
946,X57,X28,0.0010951690795372717
947,X24,X23,0.0010856584359223026
948,X36,X8,0.0010826874322833635
949,X42,X33,0.001078084924019485
950,X55,X60,0.001077590652860986
951,X13,X2,0.0010691157649542749
952,X15,X2,0.0010655981738747558
953,X15,X3,0.0010623065572890353
954,X47,X3,0.0010540563526680604
955,X6,X37,0.001049653733779491
956,X5,X44,0.0010453309732688736
957,X40,X7,0.0010349695643640001
958,X14,X40,0.001034867700071316
959,X20,Class,0.0010245107779524442
960,X64,X8,0.0010234754688232613
961,X8,X38,0.0010185784701833038
962,X55,X47,0.0010135904356467884
963,X37,X13,0.0010125476731532251
964,X9,X40,0.0010025908909249695
965,X32,X15,0.000988149452372132
966,X5,X31,0.0009826919562475024
967,X40,X18,0.0009788593786929029
968,X5,X19,0.0009686381102305788
969,Class,X31,0.0009663587976073791
970,X1,X45,0.0009660427070419982
971,X45,Class,0.0009535428166493879
972,X56,Class,0.0009493116892154395
973,X3,X42,0.0009447299290730186
974,X36,X17,0.0009433329407717375
975,X23,X55,0.0009417880908649342
976,Year,X61,0.0009379524028425739
977,X47,X2,0.0009350936984567513
978,X1,X50,0.0009176352848472832
979,X52,X35,0.0009172789523414813
980,X1,X39,0.000915494163934894
981,X55,X27,0.0009143485134416365
982,X63,X49,0.000914114774957296
983,Year,X12,0.0009104894587334996
984,X64,X3,0.000908847241424992
985,X63,X21,0.0009087003719960361
986,X37,X47,0.0009080454779035901
987,X50,X38,0.0009042600660564309
988,X10,X39,0.0009024132924925465
989,X19,X55,0.0008969002505054491
990,X39,X38,0.0008963745459082178
991,X37,X30,0.0008894655916915388
992,X15,X41,0.0008883521525607466
993,X26,X10,0.0008819424822947757
994,X50,X30,0.000880485161182455
995,X34,X25,0.0008752948986340336
996,X52,X18,0.0008599664797519507
997,X55,X31,0.0008591368200883577
998,X14,X52,0.0008560088998040862
999,X7,X52,0.0008559924673252232
1000,X21,X57,0.0008559021079102968
1001,X4,X1,0.0008549238133602632
1002,X63,Class,0.0008539004986817287
1003,X29,X45,0.0008466563173920216
1004,X35,X49,0.0008405514164395299
1005,X1,X47,0.0008361139279961418
1006,X11,X49,0.0008331385012927267
1007,X63,X6,0.0008250230768553063
1008,X13,X51,0.000824923431700763
1009,X49,X22,0.0008245716674465389
1010,X31,X38,0.0008223069347970577
1011,X5,X12,0.0008190638256175694
1012,X15,X23,0.0008170523874301762
1013,X33,X32,0.0008165219661159404
1014,X5,X42,0.0008163258317267651
1015,X48,X49,0.0008091206188644001
1016,X32,X13,0.0008041255897819295
1017,X37,X10,0.0007973562944463417
1018,X9,X5,0.0007962433618680246
1019,X25,X47,0.0007951201489940172
1020,X57,X2,0.0007930117118273318
1021,X62,X63,0.0007928301288548938
1022,X11,X37,0.0007907226219000552
1023,X8,X49,0.0007892569387024845
1024,X5,X43,0.0007857200191791647
1025,X23,X5,0.0007792514269446655
1026,X57,X3,0.0007792405830717273
1027,X38,X37,0.0007745675661898839
1028,X42,X57,0.0007731065563919829
1029,X11,X55,0.0007694012965551335
1030,X49,X17,0.0007659627167122883
1031,X21,X34,0.0007618790584359683
1032,X19,X38,0.0007585933941694751
1033,X64,X17,0.0007501489142228039
1034,X62,X50,0.0007499853111092192
1035,X24,X47,0.0007494503792356262
1036,X18,X49,0.000749427723082551
1037,X27,X37,0.0007459284028644781
1038,X49,X32,0.0007445499147877554
1039,X39,X22,0.0007421781357826846
1040,X8,X35,0.0007420232355697658
1041,X14,X49,0.00073861148683247
1042,X7,X49,0.000738581256721027
1043,X37,X39,0.0007377671001912126
1044,X37,X52,0.000735998562566821
1045,X53,X42,0.0007341636749078336
1046,X33,X21,0.000733781215633292
1047,X6,X47,0.0007276217152141598
1048,X52,X33,0.0007252701095696144
1049,X40,X15,0.0007214437662389518
1050,X31,X10,0.0007170438724807273
1051,X15,X10,0.0007109236299687159
1052,X25,X31,0.0007107769851207226
1053,X33,X47,0.0007067450525555192
1054,X62,X4,0.0007041676524855586
1055,X41,X51,0.0006963489394144009
1056,X61,Class,0.0006956320160911782
1057,X63,X15,0.0006937541059028871
1058,X15,X38,0.0006919015023009571
1059,X5,X63,0.00068994572305347
1060,X37,X32,0.0006893470155884693
1061,X11,X39,0.0006854695682842124
1062,X60,X57,0.0006848300276897736
1063,X33,X5,0.0006845685820154734
1064,X28,X10,0.0006791568782131328
1065,X30,X63,0.0006790736980363789
1066,X48,X39,0.0006777519387631226
1067,X13,X11,0.0006761388854838873
1068,X25,X42,0.0006759767150798698
1069,X32,X63,0.0006747389701894868
1070,X15,X33,0.0006734473394514962
1071,X45,X25,0.0006703684070977853
1072,X15,X44,0.0006675700475677692
1073,X55,X44,0.0006661348238077955
1074,X40,X27,0.0006618617119571823
1075,X1,X46,0.0006616351100797747
1076,X26,X38,0.0006608273016938621
1077,X23,X38,0.0006560561294304042
1078,X10,X19,0.0006487250767967494
1079,X53,X27,0.0006484683542549327
1080,X2,X44,0.000643428301857899
1081,X57,X36,0.0006432640033448622
1082,X55,X43,0.0006427731098872295
1083,X25,X15,0.0006427622245615467
1084,X63,X39,0.0006374859744453246
1085,X5,X29,0.0006361247832628895
1086,X31,X32,0.0006344148509126714
1087,X5,X11,0.0006247108502797085
1088,X18,X39,0.0006224954862382239
1089,X54,X27,0.000622089305690719
1090,X57,X13,0.0006207127792432594
1091,X63,X13,0.0006191661297836464
1092,X25,X19,0.0006184321625419506
1093,X59,X2,0.0006172715878683502
1094,X50,X31,0.0006159031974477509
1095,X14,X39,0.0006128104403926455
1096,X39,X7,0.0006127851582603458
1097,X55,X15,0.0006113328732726392
1098,X40,X57,0.0006103841797585478
1099,X38,X13,0.0006082843975416704
1100,X62,X52,0.0005994241812084475
1101,X25,X23,0.0005984011382176432
1102,X58,X55,0.0005954221184580982
1103,X15,X28,0.0005947533278921455
1104,X59,X63,0.0005938223748681967
1105,X19,X45,0.0005932586694713384
1106,X16,X5,0.0005920222222193857
1107,X23,X10,0.0005894699847406957
1108,X38,X28,0.0005884994384815328
1109,X40,X11,0.0005855715580569492
1110,X6,X49,0.0005853568376625039
1111,X52,X61,0.0005844951703503272
1112,X1,X61,0.0005821251258028851
1113,X11,X47,0.0005811833388322756
1114,X35,X47,0.0005791100538913064
1115,X52,X63,0.0005779499239736398
1116,X36,X42,0.0005746593214317922
1117,X31,X45,0.0005740645645211416
1118,X37,X54,0.0005725408179976965
1119,X15,X43,0.000571502451369597
1120,X47,X18,0.0005702010138546081
1121,X57,X31,0.0005697615587638834
1122,Year,X26,0.0005693895951601697
1123,X60,X59,0.0005686759712669674
1124,X55,X20,0.0005678487576085788
1125,X59,X33,0.0005678206284786207
1126,X57,X19,0.0005675209783390521
1127,X48,X19,0.0005670525004709513
1128,X27,X15,0.0005664442425126795
1129,X4,X36,0.0005654977655978348
1130,X57,X23,0.0005632604797252573
1131,X47,X14,0.0005630263908048606
1132,X47,X7,0.0005630057700449508
1133,X23,X45,0.0005618199195065697
1134,X26,X5,0.0005580881240137381
1135,X21,X24,0.0005549961410334479
1136,X18,X45,0.0005522817058769929
1137,X36,X46,0.000551816705029911
1138,X31,X48,0.0005488709891456311
1139,X17,X6,0.0005485754408326834
1140,X42,X2,0.0005455341688869379
1141,X12,X39,0.0005435620521741406
1142,X56,X55,0.000539883268418055
1143,X46,X62,0.000539160771583739
1144,X14,X45,0.0005388049802047562
1145,X45,X7,0.0005387714916995117
1146,X31,X34,0.0005387493833523437
1147,X13,X10,0.0005383863007907499
1148,X36,X50,0.0005335619560153792
1149,X36,X28,0.0005317896648020716
1150,X27,X43,0.0005300519316592642
1151,X12,X30,0.0005288491498141026
1152,X2,X43,0.0005283911771244001
1153,X25,X13,0.0005243667262185813
1154,X42,X9,0.0005234512892423663
1155,Year,X34,0.0005221170623494827
1156,X48,X23,0.000521357486868954
1157,X53,X37,0.0005191736922617224
1158,X22,X19,0.0005175620552542884
1159,X8,X6,0.0005160132314988202
1160,X36,X49,0.0005156547156293363
1161,X63,X47,0.0005154561936124281
1162,X47,X38,0.0005143702312511558
1163,X41,Year,0.000513024694473327
1164,X41,X3,0.000510620690559464
1165,X13,X5,0.0005054733485056238
1166,X11,X62,0.0005022591499811213
1167,X22,X31,0.0005013923083086757
1168,X59,X28,0.0004986306395848651
1169,X59,X37,0.000497230073728047
1170,X45,X10,0.0004952025462284364
1171,X62,X35,0.0004925591524976348
1172,X45,X27,0.0004924300420346741
1173,X32,X34,0.000490883553861565
1174,Year,X16,0.0004899265431510995
1175,X40,X62,0.0004887859244965679
1176,X9,X21,0.0004886642181622128
1177,X8,X24,0.0004855134346575121
1178,X45,X42,0.00048476712770133945
1179,X16,X29,0.0004844640637246964
1180,X13,X48,0.00048125534342386865
1181,X15,X17,0.0004790675664445422
1182,X9,X49,0.0004732480808802751
1183,X8,X15,0.0004728729277428115
1184,X15,X61,0.0004721080455001438
1185,X22,X23,0.0004719257636074382
1186,X44,X63,0.0004708009435196943
1187,X19,X50,0.0004699077719258245
1188,X50,X9,0.0004687918850365488
1189,X17,X35,0.0004680223623397321
1190,X10,X47,0.0004670587460205093
1191,X35,X55,0.00046668884423021665
1192,X27,X39,0.00046425421707254125
1193,X27,X44,0.0004641925011164975
1194,X21,X51,0.00046238330280019146
1195,X2,X49,0.0004601863626725813
1196,X63,X43,0.00045794725532197125
1197,X21,X11,0.0004579080902344178
1198,X9,X57,0.00045725223535072383
1199,X15,X37,0.00045540492268286465
1200,X33,X6,0.00045258185075130325
1201,X50,X39,0.0004494298235302827
1202,X25,X49,0.0004487180096741958
1203,X52,X22,0.0004479480952282379
1204,X52,X34,0.00044762422697354725
1205,X32,X28,0.000447461983276381
1206,X21,X15,0.00044395636455406946
1207,X34,X47,0.00044169795243707854
1208,X59,X51,0.00044102762325675114
1209,X59,X34,0.0004395508115326638
1210,X52,X28,0.00043944839037573705
1211,X47,X22,0.00043579966495547643
1212,X15,X24,0.0004353615415300619
1213,X9,X62,0.0004353007127376612
1214,Class,X49,0.0004331516808445795
1215,X51,X42,0.0004308071491149061
1216,X24,X13,0.000430632600420734
1217,X45,X38,0.00043040834066031004
1218,X41,X2,0.00042953965706298496
1219,X39,X8,0.0004221856631986638
1220,X6,X41,0.0004221803957270548
1221,X9,X28,0.0004216087573835135
1222,X42,X10,0.00042116535193201926
1223,X48,X45,0.00042078732743817737
1224,Class,X34,0.00041938169788998894
1225,X20,X63,0.0004191186034139632
1226,X8,X22,0.0004187450509117716
1227,X59,X24,0.00041569525890679227
1228,X45,X63,0.00041483139985667446
1229,X10,X59,0.00041205671694443714
1230,X63,X58,0.0004109032095416948
1231,X59,X12,0.0004105494378172258
1232,Year,X6,0.00040944022634980566
1233,X28,X5,0.00040928085416378895
1234,X44,X3,0.0004079043526519624
1235,X37,X21,0.0004063642830148718
1236,X39,X17,0.00040435852112433754
1237,X62,X27,0.0004016368964370393
1238,X32,X11,0.00040037996608938657
1239,X45,X24,0.0003994379506753438
1240,X19,X35,0.0003982845362065684
1241,X55,X22,0.0003981706672252991
1242,X36,X21,0.0003933182850345382
1243,X36,X62,0.0003929340062692284
1244,X56,X27,0.000392659982533978
1245,X51,X57,0.0003924218967233598
1246,X44,X6,0.00039208553974745265
1247,X9,X4,0.0003920071593348878
1248,X28,X62,0.00039095190231971163
1249,X27,X25,0.0003897789755254659
1250,X26,X62,0.0003847663243510344
1251,X15,X6,0.00038403286147070117
1252,X46,X9,0.0003836116502091273
1253,X40,X59,0.0003834134633846915
1254,X35,X15,0.0003826730380233557
1255,X24,X44,0.0003811343546541484
1256,X15,X34,0.0003803583848594259
1257,X59,X36,0.00037722934766266166
1258,X60,X3,0.000376860572358697
1259,X35,X31,0.00037592815985514066
1260,X30,X36,0.0003742543010266905
1261,X9,X30,0.00037245482377953177
1262,X56,X63,0.0003724492543961836
1263,X30,X26,0.00037152339232525113
1264,X45,X35,0.0003711357092060584
1265,X52,X11,0.00037072759365541487
1266,X16,X15,0.0003705642042835521
1267,X15,X52,0.00037025972219032914
1268,X28,X13,0.0003693123799118147
1269,X11,X45,0.0003686343332023953
1270,X36,Class,0.00036837329801753086
1271,X39,X9,0.0003681237838844701
1272,X16,X62,0.00036632384146246204
1273,X57,X47,0.0003658646322960016
1274,X17,X1,0.00036558180252004165
1275,X27,X21,0.0003635526886075063
1276,X30,X35,0.0003627771768956744
1277,X30,X28,0.00036149716596507476
1278,X50,X23,0.00036127618857799323
1279,X61,X57,0.00035968506676944365
1280,X55,X41,0.000356632928917011
1281,X49,X10,0.0003547501832887142
1282,X27,X30,0.0003542980301189317
1283,X16,X30,0.00035260069088562557
1284,X35,X23,0.00035256099376573076
1285,X52,X40,0.00034942998602595604
1286,X45,X22,0.0003485760315193825
1287,X49,X3,0.0003429135090831292
1288,X34,X19,0.0003428089463004154
1289,X38,X42,0.0003423890827765583
1290,X26,X15,0.000341966623269481
1291,X34,X23,0.00034019654207334386
1292,X31,X33,0.00033839964309193325
1293,X61,X42,0.00033605462652165196
1294,X15,X31,0.0003356690941634175
1295,X36,X13,0.0003355826342964149
1296,X36,X39,0.0003342828537483039
1297,X50,X58,0.0003341844096749606
1298,X34,X49,0.0003340480303187232
1299,X40,X22,0.0003326778945943213
1300,X24,X43,0.0003321307264799851
1301,X51,X44,0.0003320104215136744
1302,X27,X32,0.0003306061809305905
1303,X47,X40,0.0003303696279369169
1304,X39,X33,0.00032550035032586456
1305,X50,X56,0.00032535367925254745
1306,X20,X50,0.00032519396737037845
1307,X62,X1,0.00032481278782501904
1308,X59,X9,0.0003216154827768937
1309,X61,X49,0.0003207580098144671
1310,X62,X15,0.000320573107844968
1311,X64,X59,0.00032036739268052287
1312,X61,X6,0.00031896230520882084
1313,X56,X33,0.0003174468111921904
1314,X15,X19,0.00031546477950041333
1315,X61,X62,0.00031481334282371
1316,X44,X10,0.0003133381325257869
1317,X15,X50,0.000312497652359435
1318,X25,X59,0.0003121469100499758
1319,X27,X59,0.000311646180625791
1320,X40,Class,0.00031096797547822987
1321,X32,X40,0.0003103812542465268
1322,X64,X42,0.0003099070679599448
1323,X21,X40,0.00030979001613585063
1324,X44,X25,0.00030790590315731394
1325,X49,X28,0.00030689996729430706
1326,X49,X64,0.00030559300089798606
1327,X12,X62,0.0003053778702559916
1328,X31,X21,0.00030460409078919294
1329,X27,X5,0.0003043219795923141
1330,X44,X9,0.0003025191031176751
1331,X1,X58,0.0003017366484175021
1332,X44,X36,0.00030154404585876833
1333,X3,X43,0.0003004784852758776
1334,X4,X15,0.0002988157155116196
1335,X61,X30,0.0002978564251385865
1336,X33,X58,0.0002972653272529071
1337,X22,X62,0.00029435148820468316
1338,X9,X13,0.0002919793642486016
1339,X63,X55,0.00029043225806765473
1340,X18,X8,0.00029012843967065005
1341,X21,X19,0.0002889908744057259
1342,X58,X4,0.0002889070035535783
1343,X21,X18,0.0002887792437409061
1344,X21,X23,0.0002881806935779495
1345,X36,X43,0.0002868624881352825
1346,X15,X20,0.0002844040962474898
1347,X40,X20,0.00028409270304956036
1348,X49,X50,0.0002834301434553063
1349,X15,X46,0.0002820809253159733
1350,X43,X9,0.0002818989537685687
1351,X52,X57,0.00028168401328793784
1352,X56,X4,0.0002814176267245409
1353,X62,X37,0.00028116821313097705
1354,X43,X6,0.0002791542012325594
1355,X21,X14,0.00027810823628225825
1356,X7,X21,0.0002780776126265442
1357,X17,X24,0.00027774839041167583
1358,X55,X33,0.0002776518674784528
1359,X4,X20,0.00027763346126282313
1360,X43,X50,0.00027347801414736905
1361,X17,X59,0.00027330608659962755
1362,X35,X58,0.0002731665348460702
1363,X58,X40,0.0002730866408349807
1364,X33,X45,0.0002729381817406749
1365,X35,X13,0.0002727241086796387
1366,X64,X62,0.00027159141235670435
1367,X15,X39,0.00027151339994341896
1368,X20,X33,0.0002713222230448236
1369,X59,X8,0.00027074996762999407
1370,X58,X2,0.00027006105486372266
1371,X25,X21,0.00026742781003453287
1372,X58,X11,0.00026674065736207467
1373,X59,X11,0.00026636890816218576
1374,X64,X13,0.00026613777584946736
1375,X59,X4,0.00026608545951915217
1376,X43,X10,0.0002659668251821402
1377,X14,X8,0.000265828345894321
1378,X7,X8,0.00026577223937678836
1379,X13,X55,0.0002646877580848557
1380,X15,X49,0.00026364608321087897
1381,X62,X17,0.0002631760768742266
1382,X25,X43,0.0002630060971154016
1383,X37,X60,0.0002628194594843596
1384,X37,X63,0.0002604201317111821
1385,X49,X57,0.0002601646826706725
1386,X8,X62,0.00025954190599618114
1387,X32,X39,0.00025830103280923786
1388,X47,X28,0.0002574593058962812
1389,X32,X17,0.0002573715848321956
1390,X37,X33,0.000256913265024783
1391,X22,X58,0.00025603989624086126
1392,X36,X15,0.0002560338095139471
1393,X56,X40,0.00025539237972534113
1394,X50,X44,0.0002553661839624327
1395,X64,X21,0.00025464474947024655
1396,X8,X32,0.00025452857425534555
1397,X52,X17,0.0002542254428045316
1398,X49,X5,0.0002540812132471992
1399,X17,X47,0.00025363222335793723
1400,X27,X52,0.0002526369627919436
1401,X38,X60,0.0002523446236799784
1402,X36,X58,0.0002522375973411951
1403,X46,X20,0.0002519982750092787
1404,X8,X52,0.000251828700293386
1405,X8,X47,0.0002513185760984905
1406,X39,X61,0.00024966503464934767
1407,X30,X52,0.000247948941082001
1408,X64,X52,0.00024787823575126604
1409,X64,X30,0.0002477581528168172
1410,X55,X50,0.00024723751886735216
1411,X12,X15,0.000247078655720767
1412,X3,X59,0.00024690631674760305
1413,X32,X35,0.0002467880706098162
1414,X46,X59,0.0002463298741634205
1415,X21,X48,0.00024506580545056615
1416,X39,X28,0.0002449267947831242
1417,X45,X5,0.00024403520768314496
1418,X1,X15,0.00024100338189969548
1419,X20,X36,0.00024095045283849316
1420,X28,X60,0.0002396090897414827
1421,X39,X34,0.00023960546679060763
1422,X39,X64,0.00023839261931203444
1423,X23,X28,0.00023694434003452208
1424,X27,X8,0.0002364696314507892
1425,X2,X56,0.000235286546904116
1426,X57,X41,0.0002352076116487428
1427,X37,X41,0.00023454913648126674
1428,X27,X47,0.00023451818686058822
1429,X32,X64,0.00023306505475665786
1430,Class,X30,0.00023292646621674053
1431,X24,X58,0.00023289555310377754
1432,X43,X33,0.00023245633234501495
1433,X13,X59,0.00023243018707840872
1434,X57,X39,0.00023231712145676427
1435,X54,X15,0.00023190331322622322
1436,X7,X59,0.00023172442770887664
1437,X59,X14,0.00023162029392349392
1438,X32,X61,0.00023082223721299523
1439,X13,X41,0.00023020264976693892
1440,X58,X9,0.0002301937702202701
1441,X46,X55,0.00022994466719033227
1442,X60,X27,0.00022988900609001623
1443,X37,X20,0.00022861498766371736
1444,X34,X62,0.00022859352164627029
1445,X36,X56,0.00022790506334710448
1446,X22,X30,0.0002273263483080253
1447,X61,X44,0.00022720686916489918
1448,X54,X32,0.0002263204227883444
1449,X48,X58,0.0002247788530802178
1450,X15,X53,0.0002243228935766928
1451,X28,X21,0.00022327922879174095
1452,X7,X46,0.00022322368798065756
1453,X14,X46,0.0002231738362148833
1454,X61,X13,0.00022310613461431307
1455,X47,X61,0.00022230128204294358
1456,X46,X56,0.0002218960609728081
1457,X58,X25,0.00022132083628071251
1458,X59,X54,0.00022128101645322334
1459,X18,X58,0.00022108297730046052
1460,X46,X58,0.00022097980102182783
1461,X53,X32,0.0002208709457061415
1462,X1,X59,0.00022040250011594594
1463,X58,X37,0.0002203062157236403
1464,X56,X37,0.00021891349937183064
1465,X33,X44,0.00021881489317868632
1466,X9,X20,0.0002186296312625555
1467,X14,X58,0.00021812764319987575
1468,X7,X58,0.0002181193096790193
1469,X61,X59,0.00021780043392602945
1470,X43,X51,0.00021767645836654343
1471,X30,X17,0.00021729284486518582
1472,X16,X59,0.0002172276358648041
1473,X44,X64,0.0002171881973220422
1474,X48,X46,0.00021711119584268186
1475,X5,X34,0.00021685159872896623
1476,X19,X28,0.000214829955837187
1477,X27,X17,0.00021482895615148527
1478,X8,X11,0.00021479116563608036
1479,X8,X30,0.00021374303110331184
1480,X31,X28,0.0002134070931092783
1481,X1,X60,0.00021274939235545878
1482,X61,X43,0.0002124331928035879
1483,X32,X44,0.0002111186763371514
1484,X60,X15,0.00021030827850020527
1485,X56,X9,0.00020842541132569338
1486,X22,X59,0.00020795367522663194
1487,X22,X15,0.00020782400985407094
1488,X10,X57,0.00020752085275082944
1489,X36,X5,0.00020697004267837852
1490,X60,X10,0.00020565190722229707
1491,X35,X59,0.0002055131239411205
1492,X20,X26,0.00020506383546422638
1493,X37,X43,0.00020498867791143074
1494,X50,X13,0.0002047137272884713
1495,X35,X46,0.0002037909706767446
1496,X5,X37,0.00020362491809509662
1497,X4,X32,0.00020308054580405954
1498,X50,X35,0.00020283861295176503
1499,X12,X32,0.00020251021011935202
1500,X35,X4,0.00020227714008330485
1501,X41,X33,0.00020133726808977678
1502,X59,X53,0.00020111956833570013
1503,X52,X54,0.00020099157363287175
1504,X59,X26,0.0002008959180309103
1505,X37,X45,0.00020016510872029547
1506,X41,X28,0.00019994334884638836
1507,X20,X16,0.00019913125701687012
1508,X41,X40,0.00019869260024196593
1509,X64,X43,0.00019845210747600146
1510,X64,X5,0.0001983225098947054
1511,X46,X18,0.00019820123540305844
1512,X4,X52,0.00019738605179311713
1513,X44,X37,0.0001966829671063769
1514,X50,X59,0.0001965789853037228
1515,X40,X24,0.00019608058776878604
1516,X53,X52,0.0001953560046676414
1517,X48,X17,0.00019513227655662584
1518,X32,X50,0.0001948439896896885
1519,X58,X28,0.0001896554727759749
1520,X32,X57,0.0001893316264564037
1521,X58,X10,0.00018874577472551745
1522,X2,X20,0.0001858928605433701
1523,X63,X41,0.00018576950933479953
1524,X60,X53,0.00018544800272729628
1525,X24,X20,0.00018515896213315658
1526,X18,X59,0.00018475047452301747
1527,X56,X28,0.00018427403044661526
1528,X62,X53,0.00018385410817879375
1529,X8,X1,0.00018374728845705387
1530,X13,X21,0.000183715259776064
1531,X57,X50,0.00018324745613125518
1532,X11,X15,0.00018293333065000773
1533,X47,X12,0.00018286353081228956
1534,X42,X59,0.0001826993802766425
1535,X62,X54,0.0001821026483919911
1536,X32,X46,0.00018175933725354516
1537,X12,X52,0.00018068149236307842
1538,X28,X55,0.00018067156234304602
1539,X57,X64,0.0001803232141187887
1540,X61,X41,0.00017902979695584605
1541,X62,X48,0.0001778115438852171
1542,X50,X52,0.0001773601734021343
1543,X44,X38,0.00017717273347075564
1544,X6,X27,0.000176204033294069
1545,X54,X60,0.00017608200470647865
1546,X4,X47,0.00017604561569757734
1547,X44,X35,0.00017584319134831555
1548,X28,X42,0.00017552646186190334
1549,X37,X49,0.00017464156016925786
1550,X62,X33,0.0001746142703084031
1551,X57,X17,0.00017461316669734481
1552,X49,X38,0.00017457573521409807
1553,X27,X41,0.00017451876048299418
1554,X1,X41,0.00017413731581916966
1555,X26,X43,0.00017400274953812303
1556,X12,X20,0.00017381776034597427
1557,X13,X15,0.0001731922526384375
1558,X16,X43,0.00017315257423540986
1559,X34,X45,0.00017298561411584386
1560,X46,X52,0.0001723791816749298
1561,X16,X58,0.00017000370866598148
1562,X58,X61,0.00016915584681303066
1563,X49,X45,0.00016883871024593372
